term,period,meetingno,temp_meeting_no,billn,billcontent,billresult,url,date
6,2,19,0,29,主席：報告表決結果：在場委員199人，贊成者68人，反對者120人，棄權者11人，少數，不通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第2會期第19次會議紀錄.html,095/01/11
6,2,19,0,30,主席：報告表決結果：在場委員204人，贊成者73人，反對者125人，棄權者6人，少數，不通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第2會期第19次會議紀錄.html,095/01/11
6,2,19,0,31,主席：報告表決結果：在場委員207人，贊成者102人，反對者101人，棄權者4人。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第2會期第19次會議紀錄.html,095/01/11
6,2,19,0,32,主席：報告表決結果：在場委員210人，贊成者107人，反對者102人，棄權者1人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第2會期第19次會議紀錄.html,095/01/11
6,2,19,0,33,主席：報告表決結果：在場委員209人，贊成者106人，反對者102人，棄權者1人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第2會期第19次會議紀錄.html,095/01/11
6,2,19,0,34,主席：報告表決結果：在場委員212人，贊成者125人，反對者87人，棄權者0人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第2會期第19次會議紀錄.html,095/01/11
6,2,19,0,35,主席：報告表決結果：在場委員214人，贊成者100人，反對者114人，棄權者0人，少數，不通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第2會期第19次會議紀錄.html,095/01/11
6,2,19,0,36,主席：報告表決結果：在場委員214人，贊成者112人，反對者101人，棄權者1人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第2會期第19次會議紀錄.html,095/01/11
6,2,19,0,37,主席：報告表決結果：在場委員214人，贊成者114人，反對者100人，棄權者0人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第2會期第19次會議紀錄.html,095/01/11
6,2,19,0,38,主席：報告表決結果：在場委員214人，贊成者114人，反對者100人，棄權者0人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第2會期第19次會議紀錄.html,095/01/11
6,2,19,0,39,主席：報告表決結果：在場委員214人，贊成者108人，反對者106人，棄權者0人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第2會期第19次會議紀錄.html,095/01/11
6,2,19,0,40,主席：報告表決結果：在場委員208人，贊成者108人，反對者100人，棄權者0人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第2會期第19次會議紀錄.html,095/01/11
6,2,19,0,41,主席：報告表決結果：在場委員211人，贊成者123人，反對者87人，棄權者1人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第2會期第19次會議紀錄.html,095/01/11
6,3,8,0,1,主席：報告表決結果：在場委員101人，贊成者100人，反對者1人，多數，通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第3會期第8次會議紀錄.html,095/04/07
6,3,8,0,2,主席：報告表決結果：在場委員101人，贊成者1人，反對者100人，少數，民進黨黨團所提修正動議條文不通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第3會期第8次會議紀錄.html,095/04/07
6,3,8,0,3,主席：報告表決結果：在場委員103人，贊成者1人，反對者102人，少數，民進黨黨團所提修正動議條文不通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第3會期第8次會議紀錄.html,095/04/07
6,3,8,0,4,主席：報告表決結果：在場委員103人，贊成者102人，反對者1人，多數，本條照國民黨黨團、親民黨黨團所提修正動議條文通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第3會期第8次會議紀錄.html,095/04/07
6,3,8,0,5,主席：報告表決結果：在場委員102人，贊成者102人，反對者0人，多數，本條照國民黨黨團、親民黨黨團所提修正動議條文通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第3會期第8次會議紀錄.html,095/04/07
6,3,8,0,6,主席：報告表決結果：在場委員人數102人，贊成者102人，反對者0人，多數，本條照國民黨黨團、親民黨黨團所提修正動議條文通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第3會期第8次會議紀錄.html,095/04/07
6,3,8,0,7,主席：報告表決結果：在場委員104人，贊成者1人，反對者103人，少數，民進黨黨團所提修正動議條文不通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第3會期第8次會議紀錄.html,095/04/07
6,3,8,0,8,主席：報告表決結果：在場委員104人，贊成者104人，反對者0人，多數，本條照國民黨黨團、親民黨黨團提案條文通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第3會期第8次會議紀錄.html,095/04/07
6,3,8,0,9,主席：報告表決結果：在場委員105人，贊成者1人，反對者104人，少數，民進黨黨團所提修正動議條文不通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第3會期第8次會議紀錄.html,095/04/07
6,3,8,0,10,主席：報告表決結果：在場委員104人，贊成者104人，多數，本條照國民黨黨團、親民黨黨團所提修正動議條文通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第3會期第8次會議紀錄.html,095/04/07
6,3,8,0,11,主席：報告表決結果：在場委員104人，贊成者1人，反對者103人，少數，民進黨黨團所提修正動議條文不通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第3會期第8次會議紀錄.html,095/04/07
6,3,8,0,12,主席：報告表決結果：在場委員103人，贊成者103人，反對者0人，多數，本條照國民黨黨團、親民黨黨團提案條文通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第3會期第8次會議紀錄.html,095/04/07
6,3,8,0,13,主席：報告表決結果：在場委員104人，贊成者1人，反對者103人，少數，民進黨黨團所提修正動議條文不通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第3會期第8次會議紀錄.html,095/04/07
6,3,8,0,14,主席：報告表決結果：在場委員103人，贊成者103人，反對者0人，多數，本條照國民黨黨團、親民黨黨團提案條文通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第3會期第8次會議紀錄.html,095/04/07
6,3,8,0,15,主席：報告表決結果：在場委員105人，贊成者1人，反對者104人，少數，民進黨黨團所提修正動議條文不通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第3會期第8次會議紀錄.html,095/04/07
6,3,8,0,16,主席：報告表決結果：在場委員100人，贊成者100人，反對者0人，多數，本條照國民黨黨團、親民黨黨團提案條文通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第3會期第8次會議紀錄.html,095/04/07
6,3,8,0,17,主席：報告表決結果：在場委員103人，贊成者1人，反對者102人，少數，民進黨黨團所提修正動議條文不通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第3會期第8次會議紀錄.html,095/04/07
6,3,8,0,18,主席：報告表決結果：在場委員101人，贊成者101人，反對者0人，多數，本條照國民黨黨團、親民黨黨團提案條文通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第3會期第8次會議紀錄.html,095/04/07
6,3,8,0,19,主席：報告表決結果：在場委員105人，贊成者1人，反對者104人，少數，民進黨黨團所提修正動議條文不通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第3會期第8次會議紀錄.html,095/04/07
6,3,8,0,20,主席：報告表決結果：在場委員103人，贊成者103人，反對者0人，多數，本條照國民黨黨團、親民黨黨團所提修正動議條文通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第3會期第8次會議紀錄.html,095/04/07
6,3,8,0,21,主席：報告表決結果：在場委員105人，贊成者1人，反對者104人，少數，民進黨黨團所提修正動議條文不通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第3會期第8次會議紀錄.html,095/04/07
6,3,8,0,22,主席：報告表決結果：在場委員104人，贊成者104人，反對者0人，多數，本條照國民黨黨團、親民黨黨團所提修正動議條文通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第3會期第8次會議紀錄.html,095/04/07
6,3,8,0,23,主席：報告表決結果：在場委員104人，贊成者1人，反對者103人，少數，民進黨黨團所提修正動議條文不通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第3會期第8次會議紀錄.html,095/04/07
6,3,8,0,24,主席：報告表決結果：在場委員99人，贊成者99人，反對者0人，多數，本條照國民黨黨團、親民黨黨團提案條文通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第3會期第8次會議紀錄.html,095/04/07
6,3,8,0,25,主席：報告表決結果：在場委員105人，贊成者1人，反對者104人，少數，民進黨黨團所提修正動議條文不通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第3會期第8次會議紀錄.html,095/04/07
6,3,8,0,26,主席：報告表決結果：在場委員101人，贊成者101人，反對者0人，多數，本條照國民黨黨團、親民黨黨團所提修正動議條文通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第3會期第8次會議紀錄.html,095/04/07
6,3,8,0,27,主席：報告表決結果：出席委員103人，贊成1人，反對102人，棄權0人，少數，民進黨黨團所提修正動議條文不通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第3會期第8次會議紀錄.html,095/04/07
6,3,10,0,1,主席：報告表決結果：在場委員77人，贊成者77人，反對者0人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第3會期第10次會議紀錄.html,"095/04/21,095/04/25"
6,3,10,0,2,主席：報告表決結果：在場委員78人，贊成者78人，反對者0人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第3會期第10次會議紀錄.html,"095/04/21,095/04/25"
6,3,10,0,3,主席：報告表決結果：在場委員79人，贊成者79人，反對者0人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第3會期第10次會議紀錄.html,"095/04/21,095/04/25"
6,3,10,0,4,主席：報告表決結果：在場委員80人，贊成者78人，反對者2人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第3會期第10次會議紀錄.html,"095/04/21,095/04/25"
6,3,10,0,5,主席：報告表決結果：在場委員82人，贊成者79人，反對者3人，多數，通過。本案作如下決議：「本案列為討論事項第三案。」,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第3會期第10次會議紀錄.html,"095/04/21,095/04/25"
6,3,10,0,6,主席：報告表決結果：在場委員82人，贊成者79人，反對者3人，多數，通過。本案作如下決議：「本案列為討論事項第四案。」,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第3會期第10次會議紀錄.html,"095/04/21,095/04/25"
6,3,10,0,7,主席：報告表決結果：出席委員81人，贊成者0人，反對者81人，少數，復議案不通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第3會期第10次會議紀錄.html,"095/04/21,095/04/25"
6,3,10,0,8,主席：報告表決結果：出席委員84人，贊成者0人，反對者84人，少數，復議案不通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第3會期第10次會議紀錄.html,"095/04/21,095/04/25"
6,3,10,0,9,主席：報告表決結果：出席委員85人，贊成者0人，反對者85人，少數，復議案不通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第3會期第10次會議紀錄.html,"095/04/21,095/04/25"
6,3,10,0,10,主席：報告表決結果：出席85人，贊成0人，反對85人，棄權0人。本案贊成者少數，復議案不通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第3會期第10次會議紀錄.html,"095/04/21,095/04/25"
