term,period,meetingno,temp_meeting_no,billn,billcontent,billresult,url,date
9,2,12,0,4,本院時代力量黨團有鑑於國會改革已為本屆新國會之朝野共識，其中委員會中心主義之會議室配置，為其中重要之硬體搭配。衡諸歐美等民主國家之國會之委員會會議室配置，均以馬蹄型（官員席面對委員席）設計之，兼顧國會議員與行政部門官員各就立法與行政平等發言及論辯之，同時規劃議事採訪及攝影區域、旁聽席等區域，莫不希望藉由公開透明，提高公民參與。爰此，建請院會做成決議：「於第九屆第三會期前，先擇一委員會試辦『委員會中心主義』之會議室配置試辦一會期後，再全面改建本院所有委員會會議室空間」請公決案。經表決結果不予通過。在場委員96人，贊成者23人，反對者68人，棄權者5人，少數不通過；並採記名表決方式，表決結果名單附後（4）。 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/12/LCEWC03_090212.htm,"105/11/25, 105/11/29"
9,2,12,0,5,本院國民黨黨團，有鑑於復興航空公司未經交通部核准於11月22日無預警停航，嚴重衝擊國內公共運輸，對民眾造成極大不便與觀光產業損失，投資人血本無歸，員工面臨失業引發勞資糾紛，外界強烈抨擊政府沒有事先掌握，對危機無立即妥適處理，政府機制明顯嚴重失能失靈。近日蔡英文總統、林全院長與交通部部長賀陳旦在處理接管復興航線事宜，府院不同調且前後說法不一，各部會束手無策，引發社會各界高度質疑。復興航空停航沒做好預警，後續處理更涉及到國際及兩岸航權分配，以及攸關國民飛航運輸之權益，爰請院會作成決議：「邀請行政院院長林全率同相關部會首長就復興航空無預警停航事件善後事宜至立法院進行專案報告」，請公決案。經表決結果不予通過。在場委員97人，贊成者34人，反對者63人，少數不通過；並採記名表決方式，表決結果名單附後（5）。 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/12/LCEWC03_090212.htm,"105/11/25, 105/11/29"
9,2,12,0,6,本院國民黨黨團，有鑑於衛福部擬開放日本核災食品輸台，竟以突襲方式火速在3天內開完10場公聽會，全國譁然，全民憤慨！10場公聽會名稱「日本食品輸台公聽會」竟刻意隱匿係開放「核災輻射」食品矇騙社會大眾。根據奧地利維也納科技大學的檢驗數據顯示，日本福島核災輻射食品的不合格比例是日本農林水產省數據的6倍，福島食品在日本國內滯銷已是不爭事實，民進黨政府對於日本福島核災輻射食品輸台的細節，完全不敢說清楚講明白。輻射之殘留往往長達數十年，對國民食安與健康影響極為重大，執政之民進黨政府未善盡輻射食品把關之責任，置國人食安於不顧，幾與蓄意殺人無異了。基此，國民黨團絕不容許蔡英文政府與日本「密室交易」，以犧牲國人健康交換國際外交利益，號稱「最會溝通」的民進黨政府，應依據在野時，監督食安的嚴格標準，以確保國人食的安全。行政院長林全今（105）年6月針對日本核災輻射食品特別向大眾強調：「到目前為止並沒有鬆綁日本輻射食品的規劃，也沒有時間表。」言猶在耳，150天後，卻見林全變臉說：「福島周邊這些區域，我們看別的國家怎麼做，再看哪些有風險，嬰兒產品、野生動物，我們認為有風險，就不能讓它進口，別的國家都已經在做了，針對不是核災食品，我們卻認定核災食品，我們要清楚論述。」有鑑於核災輻射食品對人體健康之危害甚鉅，國人有高度疑慮，林全院長應向全民論述清楚，爰此，建請院會作成決議：「要求行政院長林全針對開放日本核災食品輸台向立法院作專案報告」，請公決案。經表決結果不予通過。在場委員101人，贊成者37人，反對者64人，少數不通過；並採記名表決方式，表決結果名單附後（6）。 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/12/LCEWC03_090212.htm,"105/11/25, 105/11/29"
9,2,12,0,7,國民黨黨團，有鑑於衛福部擬開放日本核災食品輸台，竟以突襲方式火速在3天內開完10場公聽會，全國譁然，全民憤慨！10場公聽會名稱「日本食品輸台公聽會」竟刻意隱匿係開放「核災輻射」食品矇騙社會大眾。行政院於11月10日晚宣布召開公聽會，卻立即於12日至14日連續3天於北、中、南、東趕辦10場公聽會，公告僅一天，通知和公告時間皆不足。10場公聽會既無專家學者的證言亦無討論，且台南場僅1個人簽名，屏東場300人乃民進黨自己動員，而台北場的64位民眾，僅4人舉手贊成開放日本福島核災輻射食品輸台，綜觀10場公聽會既無專家學者，也無相關團體代表出席，更遑論溝通了，且現場一片混亂，更有疑似黑衣人出現，民眾遭暴力攻擊狀況，公聽會枉顧程序正義，顯見衛福部此10場趕辦的公聽會已屬無效會議，根本淪為執政黨的「私聽會」。根據奧地利維也納科技大學的檢驗數據顯示，日本福島核災輻射食品的不合格比例是日本農林水產省數據的6倍，福島食品在日本國內滯銷已是不爭事實，民進黨政府對於日本福島核災輻射食品輸台的細節，完全不敢說清楚講明白。輻射之殘留往往長達數十年，對國民食安與健康影響極為重大，執政之民進黨政府未善盡輻射食品把關之責任，置國人食安於不顧，幾與蓄意殺人無異了。基此，國民黨團絕不容許蔡英文政府與日本「密室交易」，以犧牲國人健康交換國際外交利益，號稱「最會溝通」的民進黨政府，應依據在野時，監督食安的嚴格標準，以確保國人食的安全。有鑑於核災輻射食品對人體健康之危害甚鉅，國人有高度疑慮，今民進黨政府竟於三天內舉辦10場公聽會只想交差，敷衍了事，完全違反程序正義，公聽會程序顯然未完成。爰此，建請院會作成決議：「要求衛福部基於國人健康甚至下一代之安全，應依據行政程序法第155條、156條之規定，重新舉行10場聽證會，未舉辦之縣市及離島亦應補辦。」請公決案。經表決結果不予通過。在場委員100人，贊成者31人，反對者69人，少數不通過；並採記名表決方式，表決結果名單附後(7)。 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/12/LCEWC03_090212.htm,"105/11/25, 105/11/29"
9,2,12,0,8,國民黨團有鑑於開放日本福島鄰近五縣市食品輸台，事關國人健康與生命安全至鉅，目前民眾對日本輸台食品仍存有輻射高度疑慮。立法院社會福利及衛生環境委員會於105年5月30日朝野更一致通過決議，要求「在日本輸台食品源頭把關、邊境查驗結果等資訊尚不透明之狀況下，維持現行禁止日本福島鄰近五縣市食品輸台之限制，以捍衛國人健康。」言猶在耳，農委會副主委陳吉仲日前竟表示：「盼能針對特定高風險產品加強管制，而非對區域全數管制。」農委會顯然棄國人健康於不顧，甚至將開放輻射食品作為對日貿易談判的籌碼。蔡政府的對日軟弱作為著實讓國人深感痛心！由於台日之間並無司法互助機制，如之前發生的種種偽標事件，日本皆不願配合，顯見對日本福島五縣市食品進口問題的管制措施根本無法真正落實，爰此建請院會做成決議：「在台日雙方未達成司法互助之前，日本福島鄰近五縣市食品嚴禁輸台。」請公決案。經表決結果不予通過。在場委員98人，贊成者29人，反對者64人，棄權者5人，少數不通過；並採記名表決方式，表決結果名單附後(8)。 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/12/LCEWC03_090212.htm,"105/11/25, 105/11/29"
9,2,12,0,9,國民黨黨團，鑑於委員蘇震清在社會福利及衛生環境委員會公然行使暴力，用鎖喉的方式攻擊並推倒陳宜民委員，導致陳委員喉嚨及身體多處受傷就醫；此等惡劣行徑，不但破壞會議室秩序，更嚴重傷害國會尊嚴，為杜絕暴力行為，重塑國會秩序，依立法委員行為法第7條規定，建請將蘇震清委員送交紀律委員會議處，請公決案。經表決結果不予通過。在場委員95人，贊成者28人，反對者67人，少數不通過；並採記名表決方式，表決結果名單附後(9)。 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/12/LCEWC03_090212.htm,"105/11/25, 105/11/29"
9,2,12,0,10,本院內政委員會併案審查行政院函請審議「住宅法第十二條之一及第五十四條條文修正草案」、委員尤美女等23人擬具「住宅法部分條文修正草案」、委員顏寬恒等17人擬具「住宅法第六條、第十二條之一及第五十四條條文修正草案」及委員鄭麗君等29人擬具「住宅法第三條條文修正草案」案。經表決結果不予通過。在場委員99人，贊成者30人，反對者64人，棄權者5人，少數不通過；並採記名表決方式，表決結果名單附後(10)。 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/12/LCEWC03_090212.htm,"105/11/25, 105/11/29"
9,2,12,0,11,本院內政委員會報告併案審查行政院函請審議「臺灣地區與大陸地區人民關係條例第十七條條文修正草案」二案及委員尤美女等31人擬具「臺灣地區與大陸地區人民關係條例第十七條條文修正草案」案。經表決結果不予通過。在場委員95人，贊成者31人，反對者64人，少數不通過；並採記名表決方式，表決結果名單附後（11）。 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/12/LCEWC03_090212.htm,"105/11/25, 105/11/29"
9,2,12,0,12,本院內政委員會報告併案審查委員孔文吉等21人擬具「反族群歧視法草案」、國民黨黨團擬具「反族群歧視法草案」、委員吳志揚等17人擬具「族群平等法草案」、委員陳超明等16人擬具「反族群歧視法草案」、委員李彥秀等18人擬具「反族群歧視法草案」及親民黨黨團擬具「族群平等法草案」案。經表決結果不予通過。在場委員98人，贊成者31人，反對者63人，棄權者4人，少數不通過；並採記名表決方式，表決結果名單附後（12）。 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/12/LCEWC03_090212.htm,"105/11/25, 105/11/29"
9,2,12,0,13,本院內政委員會報告併案審查行政院函請審議「集會遊行法修正草案」、委員鄭麗君等35人擬具「集會遊行法修正草案」、委員陳亭妃等23人、委員蘇治芬等18人分別擬具「集會遊行法部分條文修正草案」、委員林淑芬等20人、委員陳明文等21人分別擬廢止「集會遊行法」案。經表決結果不予通過。在場委員98人，贊成者34人，反對者64人，少數不通過；並採記名表決方式，表決結果名單附後（13）。 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/12/LCEWC03_090212.htm,"105/11/25, 105/11/29"
9,2,12,0,14,本院經濟委員會報告併案審查行政院函請審議「野生動物保育法部分條文修正草案」及委員孔文吉等18人擬具「野生動物保育法第二十一條及第二十一條之一條文修正草案」案。經表決結果不予通過。在場委員102人，贊成者34人，反對者63人，棄權者5人，少數不通過；並採記名表決方式，表決結果名單附後（14）。 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/12/LCEWC03_090212.htm,"105/11/25, 105/11/29"
9,2,12,0,15,委員李彥秀等19人，鑑於受僱醫師如何適用勞動基準法刻由衛生福利部研擬中，惟為提升國內醫療環境，研擬進度自刻不容緩，更應於107年1月1日前令受僱醫師適用勞動基準法方為正辦。又據衛生福利部提供之規劃說明，「增加臨床醫療人力供給」為其推動策略之一，但考量「落實分級醫療與轉診」同為該部之配套措施，即有必要審慎評估倘日後民眾就醫行為模式改變，斯時各級醫療機構為確保服務量能及專科醫師訓練所需之醫療人力究為如何、是否可能反致醫療人力過剩等情形發生，爰建請院會作成決議：「請衛生福利部於一個月內審酌醫療體系改革之方針、時程與醫療人力缺口之關連，重行檢討受僱醫師納入勞基法之配套措施，以免徒耗醫師養成所投入之資源，甚至流浪醫師產生。」請公決案。經表決結果不予通過。在場委員101人，贊成者37人，反對者64人，少數不通過；並採記名表決方式，表決結果名單附後(15)。 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/12/LCEWC03_090212.htm,"105/11/25, 105/11/29"
9,2,12,0,16,經表決結果予以通過。在場委員98人，贊成者71人，反對者27人，多數通過；並採記名表決方式，表決結果名單附後(16)。 ,Passed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/12/LCEWC03_090212.htm,"105/11/25, 105/11/29"
9,2,11,0,1,一、本院司法及法制委員會報告併案審查委員葉宜津等21人、委員李俊俋等18人、委員蔡易餘等20人及委員王定宇等18人分別擬具「法院組織法刪除第六十三條之一條文草案」案。〔本案於二讀後繼續進行三讀【在場委員89人，贊成者66人，反對者23人，多數通過；並採記名表決方式，表決結果名單附後(1)】〕 ,Passed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/11/LCEWC03_090211.htm,"105/11/18, 105/11/22"
9,2,11,0,2,決議：法院組織法第六十三條之一條文修正通過。〔二讀時，第六十三條之一第三項條文中日期空白部分填入「一百零五年十一月十八日」，其餘照審查會條文通過【在場委員89人，贊成者66人，反對者23人，多數通過；並採記名表決方式，表決結果名單附後(2)】； ,Passed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/11/LCEWC03_090211.htm,"105/11/18, 105/11/22"
9,2,11,0,3,決議：公職人員選舉罷免法第二十七條條文修正通過。〔二讀時，第二十七條照審查會條文通過【在場委員68人，贊成者68人，反對者0人，全數通過；並採記名表決方式，表決結果名單附後(3)】； ,Passed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/11/LCEWC03_090211.htm,"105/11/18, 105/11/22"
9,2,11,0,4,親民黨黨團鑑於國內發生食安餿水油及美牛、美豬事件後，就一直關心民眾食的安全，因此對於這次擴大開放核災食品，要求衛福部及農委會應先公開全部風險溝通會議資料與會議紀錄，及公開風險評估報告，因為以食藥署11月11日發出的公文第三點為例，行政部門就自己自爆今年七到九月有跟民間團體溝通，但是根據主婦聯盟的臉書在11月14日晚上表示：「今年七月，本會曾提供問題與日本民間團體名單予衛福部，但政府沒有採納。」所以可以合理懷疑衛福部、農委會根本沒有進行完整的風險溝通及風險評估。因此台日應由雙方官方與公益民間團體共同組成調查評估小組，對於水產品、食品、食品加工品等的產製程、檢驗程序相關事項提出完整調查，並提出風險評估報告。而對於11月12日到11月14日連三天十場公聽會正當性提出質疑，建請院會做成決議，要求行政部門應以民眾的食品安全為優先，依據前述台日官方及公益民間團體所做成的調查及風險評估報告，邀集利害關係人及反對的民間團體重新召開公聽會。核災食品開放與否，應先做好所有的風險溝通、風險評估、安全控管及邊境措施，在確保不會犧牲下一代的健康，並形成全民共識的前提下，再來討論開放與否，請公決案。經表決結果不予通過。在場委員91人，贊成者27人，反對者64人，少數不通過；並採記名表決方式，表決結果名單附後(4)。 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/11/LCEWC03_090211.htm,"105/11/18, 105/11/22"
9,2,11,0,5,本院司法及法制委員會報告審查民進黨黨團擬具「促進轉型正義條例草案」案。經表決結果不予通過。在場委員91人，贊成者5人，反對者85人，棄權者1人，少數不通過；並採記名表決方式，表決結果名單附後(5)。 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/11/LCEWC03_090211.htm,"105/11/18, 105/11/22"
9,2,11,0,6,本院時代力量黨團有鑑於開放日本福島鄰近五縣市食品輸台案，司法互助協議已是在事件之後的處理手段，恐有緩不濟急之疑。應將對國人之食品安全保障防線拉到更前方，由台、日官方及民間團體共同組成採樣、抽樣小組，聯合針對日本福島等五縣食品及相關生產環境，包括水產品及海水進行採樣，以作為風險評估之依據。爰此建請院會做成決議：「我國政府應要求日本政府，由雙方官方及民間團體代表共同組成調查評估小組，針對福島等五縣之食品及相關產製、檢驗程序，進行檢驗及評估。在評估報告向本院進行報告並由行政部門提出完整的管制、檢驗、程序要件，確保安全無虞，並經本院同意之前，行政部門不得片面開放福島鄰近五縣市食品進口，以維國人飲食安全，請公決案。經表決結果不予通過。在場委員90人，贊成者26人，反對者64人，少數不通過；並採記名表決方式，表決結果名單附後(6)。 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/11/LCEWC03_090211.htm,"105/11/18, 105/11/22"
9,2,11,0,7,本院國民黨黨團，有鑑於衛福部擬開放日本核災食品輸台，竟以突襲方式火速在3天內開完10場公聽會，全國譁然，全民憤慨！10場公聽會名稱「日本食品輸台公聽會」竟刻意隱匿係開放「核災輻射」食品矇騙社會大眾。根據奧地利維也納科技大學的檢驗數據顯示，日本福島核災輻射食品的不合格比例是日本農林水產省數據的6倍，福島食品在日本國內滯銷已是不爭事實，民進黨政府對於日本福島核災輻射食品輸台的細節，完全不敢說清楚講明白。輻射之殘留往往長達數十年，對國民食安與健康影響極為重大，執政之民進黨政府未善盡輻射食品把關之責任，置國人食安於不顧，幾與蓄意殺人無異了。基此，國民黨團絕不容許蔡英文政府與日本「密室交易」，以犧牲國人健康交換國際外交利益，號稱「最會溝通」的民進黨政府，應依據在野時，監督食安的嚴格標準，以確保國人食的安全。行政院長林全今（105）年6月針對日本核災輻射食品特別向大眾強調：「到目前為止並沒有鬆綁日本輻射食品的規劃，也沒有時間表。」言猶在耳，150天後，卻見林全變臉說：「福島周邊這些區域，我們看別的國家怎麼做，再看哪些有風險，嬰兒產品、野生動物，我們認為有風險，就不能讓它進口，別的國家都已經在做了，針對不是核災食品，我們卻認定核災食品，我們要清楚論述。」有鑑於核災輻射食品對人體健康之危害甚鉅，國人有高度疑慮，林全院長應向全民論述清楚，爰此，建請院會作成決議：「要求行政院長林全針對開放日本核災食品輸台向立法院作專案報告」，請公決案。經表決結果不予通過。在場委員91人，贊成者28人，反對者63人，少數不通過；並採記名表決方式，表決結果名單附後(7)。 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/11/LCEWC03_090211.htm,"105/11/18, 105/11/22"
9,2,11,0,8,國民黨黨團，有鑑於衛福部擬開放日本核災食品輸台，竟以突襲方式火速在3天內開完10場公聽會，全國譁然，全民憤慨！10場公聽會名稱『日本食品輸台公聽會』竟刻意隱匿係開放『核災輻射』食品矇騙社會大眾。行政院於11月10日晚宣布召開公聽會，卻立即於12日至14日連續3天於北、中、南、東趕辦10場公聽會，公告僅一天，通知和公告時間皆不足。10場公聽會既無專家學者的證言亦無討論，且台南場僅1個人簽名，屏東場300人乃民進黨自己動員，而台北場的64位民眾，僅4人舉手贊成開放日本福島核災輻射食品輸台。綜觀10場公聽會既無專家學者，也無相關團體代表出席，更遑論溝通了，且現場一片混亂，更有疑似黑衣人出現，民眾遭暴力攻擊狀況，公聽會罔顧程序正義，顯見衛福部此10場趕辦的公聽會已屬無效會議，根本淪為執政黨的『私聽會』。根據奧地利維也納科技大學的檢驗數據顯示，日本福島核災輻射食品的不合格比例是日本農林水產省數據的6倍，福島食品在日本國內滯銷已是不爭事實，民進黨政府對於日本福島核災輻射食品輸台的細節，完全不敢說清楚、講明白。輻射之殘留往往長達數十年，對國民食安與健康影響極為重大，執政之民進黨政府未善盡輻射食品把關之責任，置國人食安於不顧，幾與蓄意殺人無異了。基此，國民黨團絕不容許蔡英文政府與日本『密室交易』，以犧牲國人健康交換國際外交利益，號稱『最會溝通』的民進黨政府，應依據在野時，監督食安的嚴格標準，以確保國人食的安全。有鑑於核災輻射食品對人體健康之危害甚鉅，國人有高度疑慮，今民進黨政府竟於三天內舉辦10場公聽會只想交差，敷衍了事，完全違反程序正義，公聽會程序顯然未完成。爰此，建請院會作成決議：「要求衛福部基於國人健康甚至下一代之安全，應依據行政程序法第155條、156條之規定，重新舉行10場聽證會，未舉辦之縣市及離島亦應補辦。」請公決案。經表決結果不予通過。在場委員85人，贊成者23人，反對者62人，少數不通過；並採記名表決方式，表決結果名單附後(8)。 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/11/LCEWC03_090211.htm,"105/11/18, 105/11/22"
9,2,11,0,9,國民黨團有鑑於開放日本福島鄰近五縣市食品輸台，事關國人健康與生命安全至鉅，目前民眾對日本輸台食品仍存有輻射高度疑慮。立法院社會福利及衛生環境委員會於105年5月30日朝野更一致通過決議，要求「在日本輸台食品源頭把關、邊境查驗結果等資訊尚不透明之狀況下，維持現行禁止日本福島鄰近五縣市食品輸台之限制，以捍衛國人健康。」言猶在耳，農委會副主委陳吉仲日前竟表示：「盼能針對特定高風險產品加強管制，而非對區域全數管制。」農委會顯然棄國人健康於不顧，甚至將開放輻射食品作為對日貿易談判的籌碼。蔡政府的對日軟弱作為著實讓國人深感痛心！由於台日之間並無司法互助機制，如之前發生的種種偽標事件，日本皆不願配合，顯見對日本福島五縣市食品進口問題的管制措施根本無法真正落實，爰此建請院會做成決議：「在台日雙方未達成司法互助之前，日本福島鄰近五縣市食品嚴禁輸台。」請公決案。經表決結果不予通過。在場委員84人，贊成者22人，反對者62人，少數不通過；並採記名表決方式，表決結果名單附後(9)。 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/11/LCEWC03_090211.htm,"105/11/18, 105/11/22"
9,2,11,0,10,國民黨黨團，鑑於委員蘇震清在社會福利及衛生環境委員會公然行使暴力，用鎖喉的方式攻擊並推倒陳宜民委員，導致陳委員喉嚨及身體多處受傷就醫；此等惡劣行徑，不但破壞會議室秩序，更嚴重傷害國會尊嚴，為杜絕暴力行為，重塑國會秩序，依立法委員行為法第7條規定，建請將蘇震清委員送交紀律委員會議處，請公決案。經表決結果不予通過。在場委員85人，贊成者23人，反對者62人，少數不通過；並採記名表決方式，表決結果名單附後(10)。 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/11/LCEWC03_090211.htm,"105/11/18, 105/11/22"
9,2,11,0,11,中國國民黨立法院黨團，有鑒於邱議瑩委員於經濟委員會，公然羞辱、謾罵、言語霸凌攻擊原住民委員「番仔」，不但妨礙立法委員行使職權，更嚴重傷害國會形象，破壞倫理規範及行為準則。為維護國會理性問政，爰依「立法委員行為法」第7條，建請將邱議瑩委員移送紀律委員會議處，以儆效尤，請公決案。經表決結果不予通過。在場委員84人，贊成者22人，反對者62人，少數不通過；並採記名表決方式，表決結果名單附後(11)。 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/11/LCEWC03_090211.htm,"105/11/18, 105/11/22"
9,2,11,0,12,本院內政委員會併案審查行政院函請審議「住宅法第十二條之一及第五十四條條文修正草案」、委員尤美女等23人擬具「住宅法部分條文修正草案」、委員顏寬恒等17人擬具「住宅法第六條、第十二條之一及第五十四條條文修正草案」及委員鄭麗君等29人擬具「住宅法第三條條文修正草案」案。經表決結果不予通過。在場委員87人，贊成者24人，反對者63人，少數不通過；並採記名表決方式，表決結果名單附後（12）。 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/11/LCEWC03_090211.htm,"105/11/18, 105/11/22"
9,2,11,0,13,本院內政委員會報告併案審查行政院函請審議「臺灣地區與大陸地區人民關係條例第十七條條文修正草案」二案及委員尤美女等31人擬具「臺灣地區與大陸地區人民關係條例第十七條條文修正草案」案。經表決結果不予通過。在場委員88人，贊成者25人，反對者63人，少數不通過；並採記名表決方式，表決結果名單附後（13）。 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/11/LCEWC03_090211.htm,"105/11/18, 105/11/22"
9,2,11,0,14,本院內政委員會報告併案審查委員孔文吉等21人擬具「反族群歧視法草案」、國民黨黨團擬具「反族群歧視法草案」、委員吳志揚等17人擬具「族群平等法草案」、委員陳超明等16人擬具「反族群歧視法草案」、委員李彥秀等18人擬具「反族群歧視法草案」及親民黨黨團擬具「族群平等法草案」案。經表決結果不予通過。在場委員88人，贊成者24人，反對者64人，少數不通過；並採記名表決方式，表決結果名單附後（14）。 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/11/LCEWC03_090211.htm,"105/11/18, 105/11/22"
9,2,11,0,15,本院內政委員會報告併案審查行政院函請審議「集會遊行法修正草案」、委員鄭麗君等35人擬具「集會遊行法修正草案」、委員陳亭妃等23人、委員蘇治芬等18人分別擬具「集會遊行法部分條文修正草案」、委員林淑芬等20人、委員陳明文等21人分別擬廢止「集會遊行法」案。經表決結果不予通過。在場委員86人，贊成者23人，反對者61人，棄權者2人，少數不通過；並採記名表決方式，表決結果名單附後(15)。 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/11/LCEWC03_090211.htm,"105/11/18, 105/11/22"
9,2,11,0,16,本院經濟委員會報告併案審查行政院函請審議「野生動物保育法部分條文修正草案」及委員孔文吉等18人擬具「野生動物保育法第二十一條及第二十一條之一條文修正草案」案。經表決結果不予通過。在場委員88人，贊成者24人，反對者63人，棄權者1人，少數不通過；並採記名表決方式，表決結果名單附後(16)。 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/11/LCEWC03_090211.htm,"105/11/18, 105/11/22"
9,2,11,0,17,委員李彥秀等19人，鑑於受僱醫師如何適用勞動基準法刻由衛生福利部研擬中，惟為提升國內醫療環境，研擬進度自刻不容緩，更應於107年1月1日前令受僱醫師適用勞動基準法方為正辦。又據衛生福利部提供之規劃說明，「增加臨床醫療人力供給」為其推動策略之一，但考量「落實分級醫療與轉診」同為該部之配套措施，即有必要審慎評估倘日後民眾就醫行為模式改變，斯時各級醫療機構為確保服務量能及專科醫師訓練所需之醫療人力究為如何、是否可能反致醫療人力過剩等情形發生，爰建請院會作成決議：「請衛生福利部於一個月內審酌醫療體系改革之方針、時程與醫療人力缺口之關連，重行檢討受僱醫師納入勞基法之配套措施，以免徒耗醫師養成所投入之資源，甚至流浪醫師產生。」。請公決案。經表決結果不予通過。在場委員91人，贊成者27人，反對者64人，少數不通過；並採記名表決方式，表決結果名單附後(17)。 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/11/LCEWC03_090211.htm,"105/11/18, 105/11/22"
9,2,11,0,18,經表決結果予以通過。在場委員89人，贊成者66人，反對者23人，棄權者0人，多數通過；並採記名表決方式，表決結果名單附後(18)。 ,Passed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/11/LCEWC03_090211.htm,"105/11/18, 105/11/22"
9,2,9,0,1,一、國民黨黨團提議本次會議議事日程報告事項均照議事處編列草案通過，經表決結果不予通過。在場委員54人，贊成者18人，反對者36人，少數不通過；並採記名表決方式，表決結果名單附後(1)。 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/09/LCEWC03_090209.htm,"105/11/04, 105/11/08"
9,2,9,0,2,二、民進黨黨團提議增列「行政院函送提名公平交易委員會委員名單，黃美瑛為委員並為主任委員、彭紹瑾為委員並為副主任委員，郭淑貞及洪財隆均為委員，請同意案」並列為報告事項第2案，其餘依原列議程草案，經表決結果予以通過。在場委員54人，贊成者36人，反對者18人，多數通過；並採記名表決方式，表決結果名單附後(2)】 ,Passed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/09/LCEWC03_090209.htm,"105/11/04, 105/11/08"
9,2,7,0,1,決定：交司法及法制委員會審查。【在場委員94人，贊成者66人，反對者27人，棄權者1人，多數通過；並採記名表決方式，表決結果名單附後(1)】 ,Passed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/07/LCEWC03_090207.htm,"105/10/21, 105/10/25"
9,2,7,0,2,決定：交司法及法制委員會審查。【在場委員96人，贊成者67人，反對者29人，多數通過；並採記名表決方式，表決結果名單附後(2)】 ,Passed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/07/LCEWC03_090207.htm,"105/10/21, 105/10/25"
9,2,4,0,1,決議：復議通過【在場委員100人，贊成者68人，反對者32人，多數通過；並採記名表決方式，表決結果名單附後(1)】 ,Passed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/04/LCEWC03_090204.htm,"105/09/30, 105/10/03, 105/10/04"
9,2,4,0,2,【在場委員101人，贊成者68人，反對者33人，多數通過；並採記名表決方式，表決結果名單附後(2)】 ,Passed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/04/LCEWC03_090204.htm,"105/09/30, 105/10/03, 105/10/04"
9,2,4,0,3,(一)民進黨黨團提議僅限列1案為「宣讀本院第9屆第2會期第3次會議議事錄」，經表決結果予以通過。在場委員101人，贊成者68人，反對者31人，棄權者2人，多數通過；並採記名表決方式，表決結果名單附後(3)。 ,Passed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/04/LCEWC03_090204.htm,"105/09/30, 105/10/03, 105/10/04"
