termmeetingtime,kind,date,HTML4,HTML5,HTML6,HTML7,HTML8,HTML9,HTML10,HTML11,HTML12,HTML13,term,period,temp_meeting_no,meetingno,testformalmeetingname
第07屆 第04會期 第04次會議,常會,"098/10/09, 098/10/13",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/04/04/LCEWC03_070404.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/04/04/LCEWC03_070404.htm,,,,,,,,,7,4,,4,立法院第7屆第4會期第4次
第07屆 第04會期 第03次會議,常會,"098/10/02, 098/10/05, 098/10/06, 098/10/07",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/04/03/LCEWC03_070403.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/04/03/LCEWC03_070403.htm,,,,,,,,,7,4,,3,立法院第7屆第4會期第3次
第07屆 第04會期 第02次會議,常會,"098/09/25, 098/09/29",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/04/02/LCEWC03_070402.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/04/02/LCEWC03_070402.htm,,,,,,,,,7,4,,2,立法院第7屆第4會期第2次
第07屆 第04會期 第01次會議,常會,"098/09/18, 098/09/22",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/04/01/LCEWC03_070401.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/04/01/LCEWC03_070401.htm,,,,,,,,,7,4,,1,立法院第7屆第4會期第1次
第07屆 第03會期 第01次臨時會 第01次會議,臨時會,"098/08/25, 098/08/27",,,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/03/01/01/LCEWC03_07030101.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec/03/07/03/01/LCEWC03_070301.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/03/01/LCEWC03_070301.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/03/01/01/LCEWC03_070301.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/03/01/01/LCEWC03_07030101.htm,,,,7,3,1,1,立法院第7屆第3會期第1次
第07屆 第03會期 第17次會議,常會,"098/06/12, 098/06/15, 098/06/16",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/03/17/LCEWC03_070317.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/03/17/LCEWC03_070317.htm,,,,,,,,,7,3,,17,立法院第7屆第3會期第17次
第07屆 第03會期 第16次會議,常會,"098/06/05, 098/06/09",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/03/16/LCEWC03_070316.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/03/16/LCEWC03_070316.htm,,,,,,,,,7,3,,16,立法院第7屆第3會期第16次
第07屆 第03會期 第15次會議,常會,098/06/02,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/03/15/LCEWC03_070315.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/03/15/LCEWC03_070315.htm,,,,,,,,,7,3,,15,立法院第7屆第3會期第15次
第07屆 第03會期 第14次會議,常會,"098/05/22, 098/05/26",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/03/14/LCEWC03_070314.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/03/14/LCEWC03_070314.htm,,,,,,,,,7,3,,14,立法院第7屆第3會期第14次
第07屆 第06會期 第11次會議,常會,"099/12/10, 099/12/14",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/06/11/LCEWC03_070611.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/06/11/LCEWC03_070611.htm,,,,,,,,,7,6,,11,立法院第7屆第6會期第11次
第07屆 第06會期 第10次會議,常會,"099/12/03, 099/12/07",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/06/10/LCEWC03_070610.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/06/10/LCEWC03_070610.htm,,,,,,,,,7,6,,10,立法院第7屆第6會期第10次
第07屆 第06會期 第09次會議,常會,"099/11/19, 099/11/30",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/06/09/LCEWC03_070609.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/06/09/LCEWC03_070609.htm,,,,,,,,,7,6,,9,立法院第7屆第6會期第9次
第07屆 第06會期 第08次會議,常會,"099/11/12, 099/11/16",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/06/08/LCEWC03_070608.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/06/08/LCEWC03_070608.htm,,,,,,,,,7,6,,8,立法院第7屆第6會期第8次
第07屆 第06會期 第07次會議,常會,"099/11/05, 099/11/09",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/06/07/LCEWC03_070607.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/06/07/LCEWC03_070607.htm,,,,,,,,,7,6,,7,立法院第7屆第6會期第7次
第07屆 第06會期 第06次會議,常會,"099/10/29, 099/11/02",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/06/06/LCEWC03_070606.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/06/06/LCEWC03_070606.htm,,,,,,,,,7,6,,6,立法院第7屆第6會期第6次
第07屆 第06會期 第05次會議,常會,"099/10/22, 099/10/26",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/06/05/LCEWC03_070605.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/06/05/LCEWC03_070605.htm,,,,,,,,,7,6,,5,立法院第7屆第6會期第5次
第07屆 第06會期 第04次會議,常會,"099/10/15, 099/10/19",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/06/04/LCEWC03_070604.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/06/04/LCEWC03_070604.htm,,,,,,,,,7,6,,4,立法院第7屆第6會期第4次
第07屆 第06會期 第03次會議,常會,"099/10/08, 099/10/11, 099/10/12, 099/10/13",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/06/03/LCEWC03_070603.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/06/03/LCEWC03_070603.htm,,,,,,,,,7,6,,3,立法院第7屆第6會期第3次
第07屆 第06會期 第02次會議,常會,"099/10/01, 099/10/05",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/06/02/LCEWC03_070602.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/06/02/LCEWC03_070602.htm,,,,,,,,,7,6,,2,立法院第7屆第6會期第2次
第07屆 第05會期 第01次臨時會 第01次會議,臨時會,"099/07/08, 099/07/09, 099/07/13, 099/07/14",,,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/05/01/01/LCEWC03_07050101.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec/03/07/05/01/LCEWC03_070501.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/05/01/LCEWC03_070501.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/05/01/01/LCEWC03_070501.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/05/01/01/LCEWC03_07050101.htm,,,,7,5,1,1,立法院第7屆第5會期第1次
第07屆 第05會期 第16次會議,常會,"099/06/03, 099/06/07, 099/06/08",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/05/16/LCEWC03_070516.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/05/16/LCEWC03_070516.htm,,,,,,,,,7,5,,16,立法院第7屆第5會期第16次
第07屆 第05會期 第15次會議,常會,"099/05/28, 099/06/01",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/05/15/LCEWC03_070515.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/05/15/LCEWC03_070515.htm,,,,,,,,,7,5,,15,立法院第7屆第5會期第15次
第07屆 第05會期 第14次會議,常會,"099/05/21, 099/05/25",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/05/14/LCEWC03_070514.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/05/14/LCEWC03_070514.htm,,,,,,,,,7,5,,14,立法院第7屆第5會期第14次
第07屆 第05會期 第13次會議,常會,"099/05/14, 099/05/18",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/05/13/LCEWC03_070513.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/05/13/LCEWC03_070513.htm,,,,,,,,,7,5,,13,立法院第7屆第5會期第13次
第07屆 第05會期 第12次會議,常會,"099/05/07, 099/05/11",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/05/12/LCEWC03_070512.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/05/12/LCEWC03_070512.htm,,,,,,,,,7,5,,12,立法院第7屆第5會期第12次
第07屆 第05會期 第11次會議,常會,"099/04/30, 099/05/04",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/05/11/LCEWC03_070511.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/05/11/LCEWC03_070511.htm,,,,,,,,,7,5,,11,立法院第7屆第5會期第11次
第07屆 第05會期 第10次會議,常會,"099/04/23, 099/04/27",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/05/10/LCEWC03_070510.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/05/10/LCEWC03_070510.htm,,,,,,,,,7,5,,10,立法院第7屆第5會期第10次
第07屆 第05會期 第09次會議,常會,"099/04/16, 099/04/20",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/05/09/LCEWC03_070509.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/05/09/LCEWC03_070509.htm,,,,,,,,,7,5,,9,立法院第7屆第5會期第9次
第07屆 第05會期 第08次會議,常會,"099/04/09, 099/04/13",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/05/08/LCEWC03_070508.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/05/08/LCEWC03_070508.htm,,,,,,,,,7,5,,8,立法院第7屆第5會期第8次
第07屆 第05會期 第07次會議,常會,"099/04/02, 099/04/06",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/05/07/LCEWC03_070507.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/05/07/LCEWC03_070507.htm,,,,,,,,,7,5,,7,立法院第7屆第5會期第7次
第07屆 第05會期 第06次會議,常會,"099/03/26, 099/03/30",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/05/06/LCEWC03_070506.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/05/06/LCEWC03_070506.htm,,,,,,,,,7,5,,6,立法院第7屆第5會期第6次
第07屆 第05會期 第05次會議,常會,"099/03/19, 099/03/23",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/05/05/LCEWC03_070505.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/05/05/LCEWC03_070505.htm,,,,,,,,,7,5,,5,立法院第7屆第5會期第5次
第07屆 第05會期 第04次會議,常會,"099/03/12, 099/03/16",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/05/04/LCEWC03_070504.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/05/04/LCEWC03_070504.htm,,,,,,,,,7,5,,4,立法院第7屆第5會期第4次
第07屆 第05會期 第03次會議,常會,"099/03/05, 099/03/09",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/05/03/LCEWC03_070503.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/05/03/LCEWC03_070503.htm,,,,,,,,,7,5,,3,立法院第7屆第5會期第3次
第07屆 第08會期 第04次會議,常會,"100/10/07, 100/10/11",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/08/04/LCEWC03_070804.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/08/04/LCEWC03_070804.htm,,,,,,,,,7,8,,4,立法院第7屆第8會期第4次
第07屆 第08會期 第03次會議,常會,"100/09/30, 100/10/04",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/08/03/LCEWC03_070803.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/08/03/LCEWC03_070803.htm,,,,,,,,,7,8,,3,立法院第7屆第8會期第3次
第07屆 第08會期 第02次會議,常會,"100/09/23, 100/09/26, 100/09/27",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/08/02/LCEWC03_070802.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/08/02/LCEWC03_070802.htm,,,,,,,,,7,8,,2,立法院第7屆第8會期第2次
第07屆 第08會期 第01次會議,常會,"100/09/16, 100/09/20",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/08/01/LCEWC03_070801.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/08/01/LCEWC03_070801.htm,,,,,,,,,7,8,,1,立法院第7屆第8會期第1次
第07屆 第07會期 第17次會議,常會,"100/06/10, 100/06/13, 100/06/14",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/07/17/LCEWC03_070717.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/07/17/LCEWC03_070717.htm,,,,,,,,,7,7,,17,立法院第7屆第7會期第17次
第07屆 第07會期 第16次會議,常會,"100/06/03, 100/06/07",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/07/16/LCEWC03_070716.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/07/16/LCEWC03_070716.htm,,,,,,,,,7,7,,16,立法院第7屆第7會期第16次
第07屆 第07會期 第15次會議,常會,"100/05/27, 100/05/31",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/07/15/LCEWC03_070715.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/07/15/LCEWC03_070715.htm,,,,,,,,,7,7,,15,立法院第7屆第7會期第15次
第07屆 第07會期 第14次會議,常會,"100/05/20, 100/05/24",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/07/14/LCEWC03_070714.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/07/14/LCEWC03_070714.htm,,,,,,,,,7,7,,14,立法院第7屆第7會期第14次
第07屆 第07會期 第13次會議,常會,"100/05/13, 100/05/17",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/07/13/LCEWC03_070713.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/07/13/LCEWC03_070713.htm,,,,,,,,,7,7,,13,立法院第7屆第7會期第13次
第07屆 第07會期 第12次會議,常會,"100/05/06, 100/05/10",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/07/12/LCEWC03_070712.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/07/12/LCEWC03_070712.htm,,,,,,,,,7,7,,12,立法院第7屆第7會期第12次
第07屆 第07會期 第11次會議,常會,"100/04/29, 100/05/03",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/07/11/LCEWC03_070711.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/07/11/LCEWC03_070711.htm,,,,,,,,,7,7,,11,立法院第7屆第7會期第11次
第07屆 第07會期 第10次會議,常會,"100/04/22, 100/04/26",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/07/10/LCEWC03_070710.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/07/10/LCEWC03_070710.htm,,,,,,,,,7,7,,10,立法院第7屆第7會期第10次
第07屆 第07會期 第09次會議,常會,"100/04/15, 100/04/19",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/07/09/LCEWC03_070709.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/07/09/LCEWC03_070709.htm,,,,,,,,,7,7,,9,立法院第7屆第7會期第9次
第07屆 第07會期 第08次會議,常會,"100/04/08, 100/04/12, 100/04/12",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/07/08/LCEWC03_070708.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/07/08/LCEWC03_070708.htm,,,,,,,,,7,7,,8,立法院第7屆第7會期第8次
第07屆 第07會期 第07次會議,常會,100/04/01,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/07/07/LCEWC03_070707.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/07/07/LCEWC03_070707.htm,,,,,,,,,7,7,,7,立法院第7屆第7會期第7次
第07屆 第07會期 第06次會議,常會,"100/03/25, 100/03/29",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/07/06/LCEWC03_070706.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/07/06/LCEWC03_070706.htm,,,,,,,,,7,7,,6,立法院第7屆第7會期第6次
第07屆 第07會期 第05次會議,常會,"100/03/18, 100/03/22",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/07/05/LCEWC03_070705.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/07/05/LCEWC03_070705.htm,,,,,,,,,7,7,,5,立法院第7屆第7會期第5次
第07屆 第07會期 第04次會議,常會,"100/03/11, 100/03/15",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/07/04/LCEWC03_070704.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/07/04/LCEWC03_070704.htm,,,,,,,,,7,7,,4,立法院第7屆第7會期第4次
第07屆 第07會期 第03次會議,常會,"100/03/04, 100/03/08",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/07/03/LCEWC03_070703.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/07/03/LCEWC03_070703.htm,,,,,,,,,7,7,,3,立法院第7屆第7會期第3次
第07屆 第07會期 第02次會議,常會,"100/02/25, 100/03/01",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/07/02/LCEWC03_070702.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/07/02/LCEWC03_070702.htm,,,,,,,,,7,7,,2,立法院第7屆第7會期第2次
第07屆 第07會期 第01次會議,常會,"100/02/22, 100/02/22",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/07/01/LCEWC03_070701.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/07/01/LCEWC03_070701.htm,,,,,,,,,7,7,,1,立法院第7屆第7會期第1次
第07屆 第06會期 第15次會議,常會,"100/01/07, 100/01/10, 100/01/11, 100/01/12",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/06/15/LCEWC03_070615.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/06/15/LCEWC03_070615.htm,,,,,,,,,7,6,,15,立法院第7屆第6會期第15次
第07屆 第06會期 第14次會議,常會,"099/12/31, 100/01/04",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/06/14/LCEWC03_070614.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/06/14/LCEWC03_070614.htm,,,,,,,,,7,6,,14,立法院第7屆第6會期第14次
第07屆 第06會期 第13次會議,常會,"099/12/24, 099/12/28",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/06/13/LCEWC03_070613.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/06/13/LCEWC03_070613.htm,,,,,,,,,7,6,,13,立法院第7屆第6會期第13次
第07屆 第06會期 第12次會議,常會,"099/12/17, 099/12/21",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/06/12/LCEWC03_070612.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/06/12/LCEWC03_070612.htm,,,,,,,,,7,6,,12,立法院第7屆第6會期第12次
第08屆 第01會期 第13次會議,常會,"101/05/25, 101/05/29",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/01/13/LCEWC03_080113.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/01/13/LCEWC03_080113.htm,,,,,,,,,8,1,,13,立法院第8屆第1會期第13次
第08屆 第01會期 第12次會議,常會,"101/05/18, 101/05/22",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/01/12/LCEWC03_080112.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/01/12/LCEWC03_080112.htm,,,,,,,,,8,1,,12,立法院第8屆第1會期第12次
第08屆 第01會期 第11次會議,常會,"101/05/11, 101/05/15",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/01/11/LCEWC03_080111.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/01/11/LCEWC03_080111.htm,,,,,,,,,8,1,,11,立法院第8屆第1會期第11次
第08屆 第01會期 第10次會議,常會,"101/05/04, 101/05/08",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/01/10/LCEWC03_080110.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/01/10/LCEWC03_080110.htm,,,,,,,,,8,1,,10,立法院第8屆第1會期第10次
第08屆 第01會期 第09次會議,常會,"101/04/27, 101/05/01",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/01/09/LCEWC03_080109.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/01/09/LCEWC03_080109.htm,,,,,,,,,8,1,,9,立法院第8屆第1會期第9次
第08屆 第01會期 第08次會議,常會,"101/04/20, 101/04/24",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/01/08/LCEWC03_080108.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/01/08/LCEWC03_080108.htm,,,,,,,,,8,1,,8,立法院第8屆第1會期第8次
第08屆 第01會期 第07次會議,常會,"101/04/13, 101/04/17",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/01/07/LCEWC03_080107.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/01/07/LCEWC03_080107.htm,,,,,,,,,8,1,,7,立法院第8屆第1會期第7次
第08屆 第01會期 第06次會議,常會,"101/04/06, 101/04/10",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/01/06/LCEWC03_080106.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/01/06/LCEWC03_080106.htm,,,,,,,,,8,1,,6,立法院第8屆第1會期第6次
第08屆 第01會期 第05次會議,常會,"101/03/23, 101/03/27",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/01/05/LCEWC03_080105.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/01/05/LCEWC03_080105.htm,,,,,,,,,8,1,,5,立法院第8屆第1會期第5次
第08屆 第01會期 第04次會議,常會,"101/03/16, 101/03/20",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/01/04/LCEWC03_080104.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/01/04/LCEWC03_080104.htm,,,,,,,,,8,1,,4,立法院第8屆第1會期第4次
第08屆 第01會期 第03次會議,常會,"101/03/09, 101/03/13",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/01/03/LCEWC03_080103.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/01/03/LCEWC03_080103.htm,,,,,,,,,8,1,,3,立法院第8屆第1會期第3次
第08屆 第01會期 第02次會議,常會,"101/03/02, 101/03/06",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/01/02/LCEWC03_080102.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/01/02/LCEWC03_080102.htm,,,,,,,,,8,1,,2,立法院第8屆第1會期第2次
第08屆 第01會期 第01次會議,常會,101/02/24,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/01/01/LCEWC03_080101.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/01/01/LCEWC03_080101.htm,,,,,,,,,8,1,,1,立法院第8屆第1會期第1次
第08屆 第01會期 第01次會議,談話會,"101/02/17, 101/決定/本（",,,,,,,,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/04/08/01/01/LCEWC03_080101.htm,,,8,1,,1,立法院第8屆第1會期第1次
第07屆 第08會期 第01次臨時會 第01次會議,臨時會,"101/01/19, 101/01/20",,,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/08/01/01/LCEWC03_07080101.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec/03/07/08/01/LCEWC03_070801.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/08/01/LCEWC03_070801.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/08/01/01/LCEWC03_070801.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/08/01/01/LCEWC03_07080101.htm,,,,7,8,1,1,立法院第7屆第8會期第1次
第07屆 第08會期 第14次會議,常會,"100/12/12, 100/12/13, 100/12/14",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/08/14/LCEWC03_070814.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/08/14/LCEWC03_070814.htm,,,,,,,,,7,8,,14,立法院第7屆第8會期第14次
第07屆 第08會期 第13次會議,常會,100/12/09,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/08/13/LCEWC03_070813.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/08/13/LCEWC03_070813.htm,,,,,,,,,7,8,,13,立法院第7屆第8會期第13次
第07屆 第08會期 第12次會議,常會,"100/12/02, 100/12/06",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/08/12/LCEWC03_070812.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/08/12/LCEWC03_070812.htm,,,,,,,,,7,8,,12,立法院第7屆第8會期第12次
第07屆 第08會期 第11次會議,常會,"100/11/25, 100/11/29",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/08/11/LCEWC03_070811.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/08/11/LCEWC03_070811.htm,,,,,,,,,7,8,,11,立法院第7屆第8會期第11次
第07屆 第08會期 第10次會議,常會,"100/11/18, 100/11/22",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/08/10/LCEWC03_070810.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/08/10/LCEWC03_070810.htm,,,,,,,,,7,8,,10,立法院第7屆第8會期第10次
第07屆 第08會期 第09次會議,常會,"100/11/11, 100/11/15",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/08/09/LCEWC03_070809.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/08/09/LCEWC03_070809.htm,,,,,,,,,7,8,,9,立法院第7屆第8會期第9次
第07屆 第08會期 第08次會議,常會,"100/11/04, 100/11/08",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/08/08/LCEWC03_070808.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/08/08/LCEWC03_070808.htm,,,,,,,,,7,8,,8,立法院第7屆第8會期第8次
第07屆 第08會期 第07次會議,常會,"100/10/28, 100/11/01",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/08/07/LCEWC03_070807.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/08/07/LCEWC03_070807.htm,,,,,,,,,7,8,,7,立法院第7屆第8會期第7次
