SURVEY	ID	valuelabelcomb
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vt2ff_4	10000A題組;10100A01;10200A02;10300A03;10400A04;20000B題組;20100B01;20101B1A;20102B1B;20103B1C;20200B02;20300B03;20400B04題組;20401B4A;20402B4B;20411B4AA;20422B4BB;20500B05;20600B06;30000C題組;30100C01;30200C02;30300C03;40000D題組;40100D01;40200D02;40300D03;40400D04;50000E題組;50100E01;50200E02題組;50201E2A;50202E2B;50203E2C;50300E03;50400E04題組;50401E4A;50402E4B;50403E4C;60000F題組;60100F01;60200F02;60300F03;60400F04;70000G題組;70100G01;70200G02;70301G3A;70302G3B;70400G04;70500G05;70600G06;70700G07;70701G7A;70702G7B;70703G7C;70800G08;70900G09;80000H題組;80100H01;80200H02;80300H03;80400H04;80500H05;80600H06;80700H07;80800H08;80900H09;81000H10;81100H11;81200H12;81300H13;81400H14;81500H15;81600N16;1e+05J題組;100101J1A;100111J1AA;100201J2A;100211J2AA;100301J3A;100311J3AA;100401J4A;100411J4AA;110000K題組;110100K01;110200K02;110300K03;110400K04;110500K05;120000L題組;120100L01;120200L02;120201L2A;120202L2B;120203L2C;120204L2D;120300L03;120400L04;120500L05;120600L06;120601L6A;120700L07;120701L7A;120800L08;120801L8A;130000M題組;130100M1題組;130101M1A;130102M1B;130103M1C;130104M1D;130105M1E;130200M2題組;130201M2A;130202M2B;130203M2C;130204M2D;130205M2E;130300M3題組;130301M3A;130302M3B;130303M3C;130304M3D;130305M3E;130400M4題組;130401M4A;130402M4B;130403M4C;130404M4D;130405M4E;140000N題組;140100N01;140101N1A;160000P題組;160100P01;160200P02;160300P03;160400P04;160500P05;160600P06;160700P07;160800P08;170000Q題組;170100Q01;170101Q1A;170102Q1B;170103Q1C;170201Q2A;170202Q2B;170203Q2C;170204Q2D;170300Q3題組;170301Q3A;170302Q3B;170303Q3C;170304Q3D;180000R題組;180101R1A;180102R1B;180103R1C;190000S題組;190100S01;190200S02;190300S03;190400S04;190500S05;190600S06;190700S07;190701S7A;190800S08;190801S8A;190802S8B;190900S09;191000S10;191100S11;191101S11A;191200S12;191201S12A;191300S13;191400S14;191500S15;191600S16;999990訪員漏填;999999跳題
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vt2ff_5	10000A題組;10100A01;10200A02;10300A03;10400A04;20000B題組;20100B01;20101B1A;20102B1B;20103B1C;20200B02;20300B03;20400B04題組;20401B4A;20402B4B;20411B4AA;20422B4BB;20500B05;20600B06;30000C題組;30100C01;30200C02;30300C03;40000D題組;40100D01;40200D02;40300D03;40400D04;50000E題組;50100E01;50200E02題組;50201E2A;50202E2B;50203E2C;50300E03;50400E04題組;50401E4A;50402E4B;50403E4C;60000F題組;60100F01;60200F02;60300F03;60400F04;70000G題組;70100G01;70200G02;70301G3A;70302G3B;70400G04;70500G05;70600G06;70700G07;70701G7A;70702G7B;70703G7C;70800G08;70900G09;80000H題組;80100H01;80200H02;80300H03;80400H04;80500H05;80600H06;80700H07;80800H08;80900H09;81000H10;81100H11;81200H12;81300H13;81400H14;81500H15;81600N16;1e+05J題組;100101J1A;100111J1AA;100201J2A;100211J2AA;100301J3A;100311J3AA;100401J4A;100411J4AA;110000K題組;110100K01;110200K02;110300K03;110400K04;110500K05;120000L題組;120100L01;120200L02;120201L2A;120202L2B;120203L2C;120204L2D;120300L03;120400L04;120500L05;120600L06;120601L6A;120700L07;120701L7A;120800L08;120801L8A;130000M題組;130100M1題組;130101M1A;130102M1B;130103M1C;130104M1D;130105M1E;130200M2題組;130201M2A;130202M2B;130203M2C;130204M2D;130205M2E;130300M3題組;130301M3A;130302M3B;130303M3C;130304M3D;130305M3E;130400M4題組;130401M4A;130402M4B;130403M4C;130404M4D;130405M4E;140000N題組;140100N01;140101N1A;160000P題組;160100P01;160200P02;160300P03;160400P04;160500P05;160600P06;160700P07;160800P08;170000Q題組;170100Q01;170101Q1A;170102Q1B;170103Q1C;170201Q2A;170202Q2B;170203Q2C;170204Q2D;170300Q3題組;170301Q3A;170302Q3B;170303Q3C;170304Q3D;180000R題組;180101R1A;180102R1B;180103R1C;190000S題組;190100S01;190200S02;190300S03;190400S04;190500S05;190600S06;190700S07;190701S7A;190800S08;190801S8A;190802S8B;190900S09;191000S10;191100S11;191101S11A;191200S12;191201S12A;191300S13;191400S14;191500S15;191600S16;999990訪員漏填;999999跳題
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vt2ff_6	10000A題組;10100A01;10200A02;10300A03;10400A04;20000B題組;20100B01;20101B1A;20102B1B;20103B1C;20200B02;20300B03;20400B04題組;20401B4A;20402B4B;20411B4AA;20422B4BB;20500B05;20600B06;30000C題組;30100C01;30200C02;30300C03;40000D題組;40100D01;40200D02;40300D03;40400D04;50000E題組;50100E01;50200E02題組;50201E2A;50202E2B;50203E2C;50300E03;50400E04題組;50401E4A;50402E4B;50403E4C;60000F題組;60100F01;60200F02;60300F03;60400F04;70000G題組;70100G01;70200G02;70301G3A;70302G3B;70400G04;70500G05;70600G06;70700G07;70701G7A;70702G7B;70703G7C;70800G08;70900G09;80000H題組;80100H01;80200H02;80300H03;80400H04;80500H05;80600H06;80700H07;80800H08;80900H09;81000H10;81100H11;81200H12;81300H13;81400H14;81500H15;81600N16;1e+05J題組;100101J1A;100111J1AA;100201J2A;100211J2AA;100301J3A;100311J3AA;100401J4A;100411J4AA;110000K題組;110100K01;110200K02;110300K03;110400K04;110500K05;120000L題組;120100L01;120200L02;120201L2A;120202L2B;120203L2C;120204L2D;120300L03;120400L04;120500L05;120600L06;120601L6A;120700L07;120701L7A;120800L08;120801L8A;130000M題組;130100M1題組;130101M1A;130102M1B;130103M1C;130104M1D;130105M1E;130200M2題組;130201M2A;130202M2B;130203M2C;130204M2D;130205M2E;130300M3題組;130301M3A;130302M3B;130303M3C;130304M3D;130305M3E;130400M4題組;130401M4A;130402M4B;130403M4C;130404M4D;130405M4E;140000N題組;140100N01;140101N1A;160000P題組;160100P01;160200P02;160300P03;160400P04;160500P05;160600P06;160700P07;160800P08;170000Q題組;170100Q01;170101Q1A;170102Q1B;170103Q1C;170201Q2A;170202Q2B;170203Q2C;170204Q2D;170300Q3題組;170301Q3A;170302Q3B;170303Q3C;170304Q3D;180000R題組;180101R1A;180102R1B;180103R1C;190000S題組;190100S01;190200S02;190300S03;190400S04;190500S05;190600S06;190700S07;190701S7A;190800S08;190801S8A;190802S8B;190900S09;191000S10;191100S11;191101S11A;191200S12;191201S12A;191300S13;191400S14;191500S15;191600S16;999990訪員漏填;999999跳題
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vt2ff_7	10000A題組;10100A01;10200A02;10300A03;10400A04;20000B題組;20100B01;20101B1A;20102B1B;20103B1C;20200B02;20300B03;20400B04題組;20401B4A;20402B4B;20411B4AA;20422B4BB;20500B05;20600B06;30000C題組;30100C01;30200C02;30300C03;40000D題組;40100D01;40200D02;40300D03;40400D04;50000E題組;50100E01;50200E02題組;50201E2A;50202E2B;50203E2C;50300E03;50400E04題組;50401E4A;50402E4B;50403E4C;60000F題組;60100F01;60200F02;60300F03;60400F04;70000G題組;70100G01;70200G02;70301G3A;70302G3B;70400G04;70500G05;70600G06;70700G07;70701G7A;70702G7B;70703G7C;70800G08;70900G09;80000H題組;80100H01;80200H02;80300H03;80400H04;80500H05;80600H06;80700H07;80800H08;80900H09;81000H10;81100H11;81200H12;81300H13;81400H14;81500H15;81600N16;1e+05J題組;100101J1A;100111J1AA;100201J2A;100211J2AA;100301J3A;100311J3AA;100401J4A;100411J4AA;110000K題組;110100K01;110200K02;110300K03;110400K04;110500K05;120000L題組;120100L01;120200L02;120201L2A;120202L2B;120203L2C;120204L2D;120300L03;120400L04;120500L05;120600L06;120601L6A;120700L07;120701L7A;120800L08;120801L8A;130000M題組;130100M1題組;130101M1A;130102M1B;130103M1C;130104M1D;130105M1E;130200M2題組;130201M2A;130202M2B;130203M2C;130204M2D;130205M2E;130300M3題組;130301M3A;130302M3B;130303M3C;130304M3D;130305M3E;130400M4題組;130401M4A;130402M4B;130403M4C;130404M4D;130405M4E;140000N題組;140100N01;140101N1A;160000P題組;160100P01;160200P02;160300P03;160400P04;160500P05;160600P06;160700P07;160800P08;170000Q題組;170100Q01;170101Q1A;170102Q1B;170103Q1C;170201Q2A;170202Q2B;170203Q2C;170204Q2D;170300Q3題組;170301Q3A;170302Q3B;170303Q3C;170304Q3D;180000R題組;180101R1A;180102R1B;180103R1C;190000S題組;190100S01;190200S02;190300S03;190400S04;190500S05;190600S06;190700S07;190701S7A;190800S08;190801S8A;190802S8B;190900S09;191000S10;191100S11;191101S11A;191200S12;191201S12A;191300S13;191400S14;191500S15;191600S16;999990訪員漏填;999999跳題
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vt2ff_8	10000A題組;10100A01;10200A02;10300A03;10400A04;20000B題組;20100B01;20101B1A;20102B1B;20103B1C;20200B02;20300B03;20400B04題組;20401B4A;20402B4B;20411B4AA;20422B4BB;20500B05;20600B06;30000C題組;30100C01;30200C02;30300C03;40000D題組;40100D01;40200D02;40300D03;40400D04;50000E題組;50100E01;50200E02題組;50201E2A;50202E2B;50203E2C;50300E03;50400E04題組;50401E4A;50402E4B;50403E4C;60000F題組;60100F01;60200F02;60300F03;60400F04;70000G題組;70100G01;70200G02;70301G3A;70302G3B;70400G04;70500G05;70600G06;70700G07;70701G7A;70702G7B;70703G7C;70800G08;70900G09;80000H題組;80100H01;80200H02;80300H03;80400H04;80500H05;80600H06;80700H07;80800H08;80900H09;81000H10;81100H11;81200H12;81300H13;81400H14;81500H15;81600N16;1e+05J題組;100101J1A;100111J1AA;100201J2A;100211J2AA;100301J3A;100311J3AA;100401J4A;100411J4AA;110000K題組;110100K01;110200K02;110300K03;110400K04;110500K05;120000L題組;120100L01;120200L02;120201L2A;120202L2B;120203L2C;120204L2D;120300L03;120400L04;120500L05;120600L06;120601L6A;120700L07;120701L7A;120800L08;120801L8A;130000M題組;130100M1題組;130101M1A;130102M1B;130103M1C;130104M1D;130105M1E;130200M2題組;130201M2A;130202M2B;130203M2C;130204M2D;130205M2E;130300M3題組;130301M3A;130302M3B;130303M3C;130304M3D;130305M3E;130400M4題組;130401M4A;130402M4B;130403M4C;130404M4D;130405M4E;140000N題組;140100N01;140101N1A;160000P題組;160100P01;160200P02;160300P03;160400P04;160500P05;160600P06;160700P07;160800P08;170000Q題組;170100Q01;170101Q1A;170102Q1B;170103Q1C;170201Q2A;170202Q2B;170203Q2C;170204Q2D;170300Q3題組;170301Q3A;170302Q3B;170303Q3C;170304Q3D;180000R題組;180101R1A;180102R1B;180103R1C;190000S題組;190100S01;190200S02;190300S03;190400S04;190500S05;190600S06;190700S07;190701S7A;190800S08;190801S8A;190802S8B;190900S09;191000S10;191100S11;191101S11A;191200S12;191201S12A;191300S13;191400S14;191500S15;191600S16;999990訪員漏填;999999跳題
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vt2ff_9	10000A題組;10100A01;10200A02;10300A03;10400A04;20000B題組;20100B01;20101B1A;20102B1B;20103B1C;20200B02;20300B03;20400B04題組;20401B4A;20402B4B;20411B4AA;20422B4BB;20500B05;20600B06;30000C題組;30100C01;30200C02;30300C03;40000D題組;40100D01;40200D02;40300D03;40400D04;50000E題組;50100E01;50200E02題組;50201E2A;50202E2B;50203E2C;50300E03;50400E04題組;50401E4A;50402E4B;50403E4C;60000F題組;60100F01;60200F02;60300F03;60400F04;70000G題組;70100G01;70200G02;70301G3A;70302G3B;70400G04;70500G05;70600G06;70700G07;70701G7A;70702G7B;70703G7C;70800G08;70900G09;80000H題組;80100H01;80200H02;80300H03;80400H04;80500H05;80600H06;80700H07;80800H08;80900H09;81000H10;81100H11;81200H12;81300H13;81400H14;81500H15;81600N16;1e+05J題組;100101J1A;100111J1AA;100201J2A;100211J2AA;100301J3A;100311J3AA;100401J4A;100411J4AA;110000K題組;110100K01;110200K02;110300K03;110400K04;110500K05;120000L題組;120100L01;120200L02;120201L2A;120202L2B;120203L2C;120204L2D;120300L03;120400L04;120500L05;120600L06;120601L6A;120700L07;120701L7A;120800L08;120801L8A;130000M題組;130100M1題組;130101M1A;130102M1B;130103M1C;130104M1D;130105M1E;130200M2題組;130201M2A;130202M2B;130203M2C;130204M2D;130205M2E;130300M3題組;130301M3A;130302M3B;130303M3C;130304M3D;130305M3E;130400M4題組;130401M4A;130402M4B;130403M4C;130404M4D;130405M4E;140000N題組;140100N01;140101N1A;160000P題組;160100P01;160200P02;160300P03;160400P04;160500P05;160600P06;160700P07;160800P08;170000Q題組;170100Q01;170101Q1A;170102Q1B;170103Q1C;170201Q2A;170202Q2B;170203Q2C;170204Q2D;170300Q3題組;170301Q3A;170302Q3B;170303Q3C;170304Q3D;180000R題組;180101R1A;180102R1B;180103R1C;190000S題組;190100S01;190200S02;190300S03;190400S04;190500S05;190600S06;190700S07;190701S7A;190800S08;190801S8A;190802S8B;190900S09;191000S10;191100S11;191101S11A;191200S12;191201S12A;191300S13;191400S14;191500S15;191600S16;999990訪員漏填;999999跳題
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vt2g	1有;2沒有;90訪員漏填
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vt2gg_1	10000A題組;10100A01;10200A02;10300A03;10400A04;20000B題組;20100B01;20101B1A;20102B1B;20103B1C;20200B02;20300B03;20400B04題組;20401B4A;20402B4B;20411B4AA;20422B4BB;20500B05;20600B06;30000C題組;30100C01;30200C02;30300C03;40000D題組;40100D01;40200D02;40300D03;40400D04;50000E題組;50100E01;50200E02題組;50201E2A;50202E2B;50203E2C;50300E03;50400E04題組;50401E4A;50402E4B;50403E4C;60000F題組;60100F01;60200F02;60300F03;60400F04;70000G題組;70100G01;70200G02;70301G3A;70302G3B;70400G04;70500G05;70600G06;70700G07;70701G7A;70702G7B;70703G7C;70800G08;70900G09;80000H題組;80100H01;80200H02;80300H03;80400H04;80500H05;80600H06;80700H07;80800H08;80900H09;81000H10;81100H11;81200H12;81300H13;81400H14;81500H15;81600N16;1e+05J題組;100101J1A;100111J1AA;100201J2A;100211J2AA;100301J3A;100311J3AA;100401J4A;100411J4AA;110000K題組;110100K01;110200K02;110300K03;110400K04;110500K05;120000L題組;120100L01;120200L02;120201L2A;120202L2B;120203L2C;120204L2D;120300L03;120400L04;120500L05;120600L06;120601L6A;120700L07;120701L7A;120800L08;120801L8A;130000M題組;130100M1題組;130101M1A;130102M1B;130103M1C;130104M1D;130105M1E;130200M2題組;130201M2A;130202M2B;130203M2C;130204M2D;130205M2E;130300M3題組;130301M3A;130302M3B;130303M3C;130304M3D;130305M3E;130400M4題組;130401M4A;130402M4B;130403M4C;130404M4D;130405M4E;140000N題組;140100N01;140101N1A;160000P題組;160100P01;160200P02;160300P03;160400P04;160500P05;160600P06;160700P07;160800P08;170000Q題組;170100Q01;170101Q1A;170102Q1B;170103Q1C;170201Q2A;170202Q2B;170203Q2C;170204Q2D;170300Q3題組;170301Q3A;170302Q3B;170303Q3C;170304Q3D;180000R題組;180101R1A;180102R1B;180103R1C;190000S題組;190100S01;190200S02;190300S03;190400S04;190500S05;190600S06;190700S07;190701S7A;190800S08;190801S8A;190802S8B;190900S09;191000S10;191100S11;191101S11A;191200S12;191201S12A;191300S13;191400S14;191500S15;191600S16;999990訪員漏填;999999跳題
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vt2gg_10	10000A題組;10100A01;10200A02;10300A03;10400A04;20000B題組;20100B01;20101B1A;20102B1B;20103B1C;20200B02;20300B03;20400B04題組;20401B4A;20402B4B;20411B4AA;20422B4BB;20500B05;20600B06;30000C題組;30100C01;30200C02;30300C03;40000D題組;40100D01;40200D02;40300D03;40400D04;50000E題組;50100E01;50200E02題組;50201E2A;50202E2B;50203E2C;50300E03;50400E04題組;50401E4A;50402E4B;50403E4C;60000F題組;60100F01;60200F02;60300F03;60400F04;70000G題組;70100G01;70200G02;70301G3A;70302G3B;70400G04;70500G05;70600G06;70700G07;70701G7A;70702G7B;70703G7C;70800G08;70900G09;80000H題組;80100H01;80200H02;80300H03;80400H04;80500H05;80600H06;80700H07;80800H08;80900H09;81000H10;81100H11;81200H12;81300H13;81400H14;81500H15;81600N16;1e+05J題組;100101J1A;100111J1AA;100201J2A;100211J2AA;100301J3A;100311J3AA;100401J4A;100411J4AA;110000K題組;110100K01;110200K02;110300K03;110400K04;110500K05;120000L題組;120100L01;120200L02;120201L2A;120202L2B;120203L2C;120204L2D;120300L03;120400L04;120500L05;120600L06;120601L6A;120700L07;120701L7A;120800L08;120801L8A;130000M題組;130100M1題組;130101M1A;130102M1B;130103M1C;130104M1D;130105M1E;130200M2題組;130201M2A;130202M2B;130203M2C;130204M2D;130205M2E;130300M3題組;130301M3A;130302M3B;130303M3C;130304M3D;130305M3E;130400M4題組;130401M4A;130402M4B;130403M4C;130404M4D;130405M4E;140000N題組;140100N01;140101N1A;160000P題組;160100P01;160200P02;160300P03;160400P04;160500P05;160600P06;160700P07;160800P08;170000Q題組;170100Q01;170101Q1A;170102Q1B;170103Q1C;170201Q2A;170202Q2B;170203Q2C;170204Q2D;170300Q3題組;170301Q3A;170302Q3B;170303Q3C;170304Q3D;180000R題組;180101R1A;180102R1B;180103R1C;190000S題組;190100S01;190200S02;190300S03;190400S04;190500S05;190600S06;190700S07;190701S7A;190800S08;190801S8A;190802S8B;190900S09;191000S10;191100S11;191101S11A;191200S12;191201S12A;191300S13;191400S14;191500S15;191600S16;999990訪員漏填;999999跳題
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vt2gg_2	10000A題組;10100A01;10200A02;10300A03;10400A04;20000B題組;20100B01;20101B1A;20102B1B;20103B1C;20200B02;20300B03;20400B04題組;20401B4A;20402B4B;20411B4AA;20422B4BB;20500B05;20600B06;30000C題組;30100C01;30200C02;30300C03;40000D題組;40100D01;40200D02;40300D03;40400D04;50000E題組;50100E01;50200E02題組;50201E2A;50202E2B;50203E2C;50300E03;50400E04題組;50401E4A;50402E4B;50403E4C;60000F題組;60100F01;60200F02;60300F03;60400F04;70000G題組;70100G01;70200G02;70301G3A;70302G3B;70400G04;70500G05;70600G06;70700G07;70701G7A;70702G7B;70703G7C;70800G08;70900G09;80000H題組;80100H01;80200H02;80300H03;80400H04;80500H05;80600H06;80700H07;80800H08;80900H09;81000H10;81100H11;81200H12;81300H13;81400H14;81500H15;81600N16;1e+05J題組;100101J1A;100111J1AA;100201J2A;100211J2AA;100301J3A;100311J3AA;100401J4A;100411J4AA;110000K題組;110100K01;110200K02;110300K03;110400K04;110500K05;120000L題組;120100L01;120200L02;120201L2A;120202L2B;120203L2C;120204L2D;120300L03;120400L04;120500L05;120600L06;120601L6A;120700L07;120701L7A;120800L08;120801L8A;130000M題組;130100M1題組;130101M1A;130102M1B;130103M1C;130104M1D;130105M1E;130200M2題組;130201M2A;130202M2B;130203M2C;130204M2D;130205M2E;130300M3題組;130301M3A;130302M3B;130303M3C;130304M3D;130305M3E;130400M4題組;130401M4A;130402M4B;130403M4C;130404M4D;130405M4E;140000N題組;140100N01;140101N1A;160000P題組;160100P01;160200P02;160300P03;160400P04;160500P05;160600P06;160700P07;160800P08;170000Q題組;170100Q01;170101Q1A;170102Q1B;170103Q1C;170201Q2A;170202Q2B;170203Q2C;170204Q2D;170300Q3題組;170301Q3A;170302Q3B;170303Q3C;170304Q3D;180000R題組;180101R1A;180102R1B;180103R1C;190000S題組;190100S01;190200S02;190300S03;190400S04;190500S05;190600S06;190700S07;190701S7A;190800S08;190801S8A;190802S8B;190900S09;191000S10;191100S11;191101S11A;191200S12;191201S12A;191300S13;191400S14;191500S15;191600S16;999990訪員漏填;999999跳題
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vt2gg_3	10000A題組;10100A01;10200A02;10300A03;10400A04;20000B題組;20100B01;20101B1A;20102B1B;20103B1C;20200B02;20300B03;20400B04題組;20401B4A;20402B4B;20411B4AA;20422B4BB;20500B05;20600B06;30000C題組;30100C01;30200C02;30300C03;40000D題組;40100D01;40200D02;40300D03;40400D04;50000E題組;50100E01;50200E02題組;50201E2A;50202E2B;50203E2C;50300E03;50400E04題組;50401E4A;50402E4B;50403E4C;60000F題組;60100F01;60200F02;60300F03;60400F04;70000G題組;70100G01;70200G02;70301G3A;70302G3B;70400G04;70500G05;70600G06;70700G07;70701G7A;70702G7B;70703G7C;70800G08;70900G09;80000H題組;80100H01;80200H02;80300H03;80400H04;80500H05;80600H06;80700H07;80800H08;80900H09;81000H10;81100H11;81200H12;81300H13;81400H14;81500H15;81600N16;1e+05J題組;100101J1A;100111J1AA;100201J2A;100211J2AA;100301J3A;100311J3AA;100401J4A;100411J4AA;110000K題組;110100K01;110200K02;110300K03;110400K04;110500K05;120000L題組;120100L01;120200L02;120201L2A;120202L2B;120203L2C;120204L2D;120300L03;120400L04;120500L05;120600L06;120601L6A;120700L07;120701L7A;120800L08;120801L8A;130000M題組;130100M1題組;130101M1A;130102M1B;130103M1C;130104M1D;130105M1E;130200M2題組;130201M2A;130202M2B;130203M2C;130204M2D;130205M2E;130300M3題組;130301M3A;130302M3B;130303M3C;130304M3D;130305M3E;130400M4題組;130401M4A;130402M4B;130403M4C;130404M4D;130405M4E;140000N題組;140100N01;140101N1A;160000P題組;160100P01;160200P02;160300P03;160400P04;160500P05;160600P06;160700P07;160800P08;170000Q題組;170100Q01;170101Q1A;170102Q1B;170103Q1C;170201Q2A;170202Q2B;170203Q2C;170204Q2D;170300Q3題組;170301Q3A;170302Q3B;170303Q3C;170304Q3D;180000R題組;180101R1A;180102R1B;180103R1C;190000S題組;190100S01;190200S02;190300S03;190400S04;190500S05;190600S06;190700S07;190701S7A;190800S08;190801S8A;190802S8B;190900S09;191000S10;191100S11;191101S11A;191200S12;191201S12A;191300S13;191400S14;191500S15;191600S16;999990訪員漏填;999999跳題
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vt2gg_4	10000A題組;10100A01;10200A02;10300A03;10400A04;20000B題組;20100B01;20101B1A;20102B1B;20103B1C;20200B02;20300B03;20400B04題組;20401B4A;20402B4B;20411B4AA;20422B4BB;20500B05;20600B06;30000C題組;30100C01;30200C02;30300C03;40000D題組;40100D01;40200D02;40300D03;40400D04;50000E題組;50100E01;50200E02題組;50201E2A;50202E2B;50203E2C;50300E03;50400E04題組;50401E4A;50402E4B;50403E4C;60000F題組;60100F01;60200F02;60300F03;60400F04;70000G題組;70100G01;70200G02;70301G3A;70302G3B;70400G04;70500G05;70600G06;70700G07;70701G7A;70702G7B;70703G7C;70800G08;70900G09;80000H題組;80100H01;80200H02;80300H03;80400H04;80500H05;80600H06;80700H07;80800H08;80900H09;81000H10;81100H11;81200H12;81300H13;81400H14;81500H15;81600N16;1e+05J題組;100101J1A;100111J1AA;100201J2A;100211J2AA;100301J3A;100311J3AA;100401J4A;100411J4AA;110000K題組;110100K01;110200K02;110300K03;110400K04;110500K05;120000L題組;120100L01;120200L02;120201L2A;120202L2B;120203L2C;120204L2D;120300L03;120400L04;120500L05;120600L06;120601L6A;120700L07;120701L7A;120800L08;120801L8A;130000M題組;130100M1題組;130101M1A;130102M1B;130103M1C;130104M1D;130105M1E;130200M2題組;130201M2A;130202M2B;130203M2C;130204M2D;130205M2E;130300M3題組;130301M3A;130302M3B;130303M3C;130304M3D;130305M3E;130400M4題組;130401M4A;130402M4B;130403M4C;130404M4D;130405M4E;140000N題組;140100N01;140101N1A;160000P題組;160100P01;160200P02;160300P03;160400P04;160500P05;160600P06;160700P07;160800P08;170000Q題組;170100Q01;170101Q1A;170102Q1B;170103Q1C;170201Q2A;170202Q2B;170203Q2C;170204Q2D;170300Q3題組;170301Q3A;170302Q3B;170303Q3C;170304Q3D;180000R題組;180101R1A;180102R1B;180103R1C;190000S題組;190100S01;190200S02;190300S03;190400S04;190500S05;190600S06;190700S07;190701S7A;190800S08;190801S8A;190802S8B;190900S09;191000S10;191100S11;191101S11A;191200S12;191201S12A;191300S13;191400S14;191500S15;191600S16;999990訪員漏填;999999跳題
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vt2gg_5	10000A題組;10100A01;10200A02;10300A03;10400A04;20000B題組;20100B01;20101B1A;20102B1B;20103B1C;20200B02;20300B03;20400B04題組;20401B4A;20402B4B;20411B4AA;20422B4BB;20500B05;20600B06;30000C題組;30100C01;30200C02;30300C03;40000D題組;40100D01;40200D02;40300D03;40400D04;50000E題組;50100E01;50200E02題組;50201E2A;50202E2B;50203E2C;50300E03;50400E04題組;50401E4A;50402E4B;50403E4C;60000F題組;60100F01;60200F02;60300F03;60400F04;70000G題組;70100G01;70200G02;70301G3A;70302G3B;70400G04;70500G05;70600G06;70700G07;70701G7A;70702G7B;70703G7C;70800G08;70900G09;80000H題組;80100H01;80200H02;80300H03;80400H04;80500H05;80600H06;80700H07;80800H08;80900H09;81000H10;81100H11;81200H12;81300H13;81400H14;81500H15;81600N16;1e+05J題組;100101J1A;100111J1AA;100201J2A;100211J2AA;100301J3A;100311J3AA;100401J4A;100411J4AA;110000K題組;110100K01;110200K02;110300K03;110400K04;110500K05;120000L題組;120100L01;120200L02;120201L2A;120202L2B;120203L2C;120204L2D;120300L03;120400L04;120500L05;120600L06;120601L6A;120700L07;120701L7A;120800L08;120801L8A;130000M題組;130100M1題組;130101M1A;130102M1B;130103M1C;130104M1D;130105M1E;130200M2題組;130201M2A;130202M2B;130203M2C;130204M2D;130205M2E;130300M3題組;130301M3A;130302M3B;130303M3C;130304M3D;130305M3E;130400M4題組;130401M4A;130402M4B;130403M4C;130404M4D;130405M4E;140000N題組;140100N01;140101N1A;160000P題組;160100P01;160200P02;160300P03;160400P04;160500P05;160600P06;160700P07;160800P08;170000Q題組;170100Q01;170101Q1A;170102Q1B;170103Q1C;170201Q2A;170202Q2B;170203Q2C;170204Q2D;170300Q3題組;170301Q3A;170302Q3B;170303Q3C;170304Q3D;180000R題組;180101R1A;180102R1B;180103R1C;190000S題組;190100S01;190200S02;190300S03;190400S04;190500S05;190600S06;190700S07;190701S7A;190800S08;190801S8A;190802S8B;190900S09;191000S10;191100S11;191101S11A;191200S12;191201S12A;191300S13;191400S14;191500S15;191600S16;999990訪員漏填;999999跳題
